"","Buggy","Free"
"9714",0.008,0.992
"9715",0.14,0.86
"9716",0.016,0.984
"9717",0.058,0.942
"9718",0.044,0.956
"9719",0.466,0.534
"9720",0.034,0.966
"9721",0.156,0.844
"9722",0.024,0.976
"9723",0.234,0.766
"9724",0.202,0.798
"9725",0.586,0.414
"9726",0.412,0.588
"9727",0.028,0.972
"9728",0.12,0.88
"9729",0.418,0.582
"9730",0.492,0.508
"9731",0.076,0.924
"9732",0.022,0.978
"9733",0.384,0.616
"9734",0.58,0.42
"9735",0.046,0.954
"9736",0.092,0.908
"9737",0.596,0.404
"9738",0.36,0.64
"9739",0.1,0.9
"9740",0.056,0.944
"9741",0.062,0.938
"9742",0.064,0.936
"9743",0.162,0.838
"9744",0.122,0.878
"9745",0.712,0.288
"9746",0.332,0.668
"9747",0.034,0.966
"9748",0.028,0.972
"9749",0.724,0.276
"9750",0.444,0.556
"9751",0,1
"9752",0.07,0.93
"9753",0.148,0.852
"9754",0.056,0.944
"9755",0.652,0.348
"9756",0.41,0.59
"9757",0.06,0.94
"9758",0.112,0.888
"9759",0.434,0.566
"9760",0.028,0.972
"9761",0.13,0.87
"9762",0.066,0.934
"9763",0.02,0.98
"9764",0.07,0.93
"9765",0.492,0.508
"9766",0.028,0.972
"9767",0.026,0.974
"9768",0.222,0.778
"9769",0.382,0.618
"9770",0.002,0.998
"9771",0.5,0.5
"9772",0.472,0.528
"9773",0.034,0.966
"9774",0.116,0.884
"9775",0.412,0.588
"9776",0.06,0.94
"9777",0.006,0.994
"9778",0.066,0.934
"9779",0.528,0.472
"9780",0.024,0.976
"9781",0.63,0.37
"9782",0.162,0.838
"9783",0.018,0.982
"9784",0.116,0.884
"9785",0.064,0.936
"9786",0.022,0.978
"9787",0.392,0.608
"9788",0.044,0.956
"9789",0.212,0.788
"9790",0.242,0.758
"9791",0.052,0.948
"9792",0.354,0.646
"9793",0.242,0.758
"9794",0.004,0.996
"9795",0.138,0.862
"9796",0.708,0.292
"9797",0.1,0.9
"9798",0.106,0.894
"9799",0.778,0.222
"9800",0.008,0.992
"9801",0,1
"9802",0.114,0.886
"9803",0.01,0.99
"9804",0.446,0.554
"9805",0.158,0.842
"9806",0.01,0.99
"9807",0.004,0.996
"9808",0.286,0.714
"9809",0.048,0.952
"9810",0.298,0.702
"9811",0.384,0.616
"9812",0.042,0.958
"9813",0.088,0.912
"9814",0.414,0.586
"9815",0.644,0.356
"9816",0.432,0.568
"9817",0.03,0.97
"9818",0.824,0.176
"9819",0.214,0.786
"9820",0.038,0.962
"9821",0.03,0.97
"9822",0.032,0.968
"9823",0.082,0.918
"9824",0.012,0.988
"9825",0.148,0.852
"9826",0.24,0.76
"9827",0.004,0.996
"9828",0.044,0.956
"9829",0.358,0.642
"9830",0.146,0.854
"9831",0.47,0.53
"9832",0.446,0.554
"9833",0.578,0.422
"9834",0.222,0.778
"9835",0.432,0.568
"9836",0.46,0.54
"9837",0.102,0.898
"9838",0.064,0.936
"9839",0.002,0.998
"9840",0.004,0.996
"9841",0.01,0.99
"9842",0.058,0.942
"9843",0,1
"9844",0.014,0.986
"9845",0.49,0.51
"9846",0.138,0.862
"9847",0.242,0.758
"9848",0.04,0.96
"9849",0.05,0.95
"9850",0.026,0.974
"9851",0,1
"9852",0,1
"9853",0.666,0.334
"9854",0,1
"9855",0.018,0.982
"9856",0.05,0.95
"9857",0,1
"9858",0.012,0.988
"9859",0.15,0.85
"9860",0.062,0.938
"9861",0.21,0.79
"9862",0.154,0.846
"9863",0.73,0.27
"9864",0.23,0.77
"9865",0.298,0.702
"9866",0.006,0.994
"9867",0.56,0.44
"9868",0,1
"9869",0.696,0.304
"9870",0.044,0.956
"9871",0.02,0.98
"9872",0.244,0.756
"9873",0.148,0.852
"9874",0.52,0.48
"9875",0.288,0.712
"9876",0.038,0.962
"9877",0.002,0.998
"9878",0.014,0.986
"9879",0.704,0.296
"9880",0.646,0.354
"9881",0.018,0.982
"9882",0.316,0.684
"9883",0.014,0.986
"9884",0.002,0.998
"9885",0.028,0.972
"9886",0.02,0.98
"9887",0.054,0.946
"9888",0.204,0.796
"9889",0.3,0.7
"9890",0,1
"9891",0.002,0.998
"9892",0.006,0.994
"9893",0.006,0.994
"9894",0.784,0.216
"9895",0.55,0.45
"9896",0,1
"9897",0.084,0.916
"9898",0.098,0.902
"9899",0.006,0.994
"9900",0.422,0.578
"9901",0.094,0.906
"9902",0.044,0.956
"9903",0.582,0.418
"9904",0.006,0.994
"9905",0.034,0.966
"9906",0.046,0.954
"9907",0.066,0.934
"9908",0.112,0.888
"9909",0.008,0.992
"9910",0.61,0.39
"9911",0.07,0.93
"9912",0.314,0.686
"9913",0.646,0.354
"9914",0.1,0.9
"9915",0.282,0.718
"9916",0.02,0.98
"9917",0.31,0.69
"9918",0.132,0.868
"9919",0.064,0.936
"9920",0.936,0.064
"9921",0.188,0.812
"9922",0.262,0.738
"9923",0.036,0.964
"9924",0.08,0.92
"9925",0.026,0.974
"9926",0.048,0.952
"9927",0.078,0.922
"9928",0.04,0.96
"9929",0.04,0.96
"9930",0.004,0.996
"9931",0.076,0.924
"9932",0.436,0.564
"9933",0.538,0.462
"9934",0.81,0.19
"9935",0.73,0.27
"9936",0.276,0.724
"9937",0.472,0.528
"9938",0.628,0.372
"9939",0,1
"9940",0.024,0.976
"9941",0.066,0.934
"9942",0.066,0.934
"9943",0.292,0.708
"9944",0.21,0.79
"9945",0.106,0.894
"9946",0.214,0.786
"9947",0.128,0.872
"9948",0.788,0.212
"9949",0.068,0.932
"9950",0.044,0.956
"9951",0.396,0.604
"9952",0.084,0.916
"9953",0.002,0.998
"9954",0.02,0.98
"9955",0.04,0.96
"9956",0.426,0.574
"9957",0.034,0.966
"9958",0.08,0.92
"9959",0.232,0.768
"9960",0.394,0.606
"9961",0.792,0.208
"9962",0.046,0.954
"9963",0.094,0.906
"9964",0.606,0.394
"9965",0.062,0.938
"9966",0.426,0.574
"9967",0.882,0.118
"9968",0.86,0.14
"9969",0.032,0.968
"9970",0.118,0.882
"9971",0.002,0.998
"9972",0.008,0.992
"9973",0.054,0.946
"9974",0.068,0.932
"9975",0.076,0.924
"9976",0.768,0.232
"9977",0.556,0.444
"9978",0,1
"9979",0.22,0.78
"9980",0.06,0.94
"9981",0.022,0.978
"9982",0.046,0.954
"9983",0.77,0.23
"9984",0.376,0.624
"9985",0,1
"9986",0.266,0.734
"9987",0.002,0.998
"9988",0.046,0.954
"9989",0,1
"9990",0.45,0.55
"9991",0.198,0.802
"9992",0.034,0.966
"9993",0.016,0.984
"9994",0.01,0.99
"9995",0.004,0.996
"9996",0.082,0.918
"9997",0.05,0.95
"9998",0.042,0.958
"9999",0.022,0.978
"10000",0.002,0.998
"10001",0.226,0.774
"10002",0.044,0.956
"10003",0.046,0.954
"10004",0.096,0.904
"10005",0.034,0.966
"10006",0.026,0.974
"10007",0.002,0.998
"10008",0.142,0.858
"10009",0.054,0.946
"10010",0.008,0.992
"10011",0.044,0.956
"10012",0,1
"10013",0.012,0.988
"10014",0.012,0.988
"10015",0.04,0.96
"10016",0.016,0.984
"10017",0.324,0.676
"10018",0.156,0.844
"10019",0.134,0.866
"10020",0.784,0.216
"10021",0.096,0.904
"10022",0,1
"10023",0.114,0.886
"10024",0.15,0.85
"10025",0.776,0.224
"10026",0.07,0.93
"10027",0.442,0.558
"10028",0.028,0.972
"10029",0.096,0.904
"10030",0.492,0.508
"10031",0.33,0.67
"10032",0.078,0.922
"10033",0.53,0.47
"10034",0.106,0.894
"10035",0.122,0.878
"10036",0.496,0.504
"10037",0.006,0.994
"10038",0.008,0.992
"10039",0.072,0.928
"10040",0.718,0.282
"10041",0.028,0.972
"10042",0.08,0.92
"10043",0.246,0.754
"10044",0.442,0.558
"10045",0.04,0.96
"10046",0.17,0.83
"10047",0.208,0.792
"10048",0.066,0.934
"10049",0.422,0.578
"10050",0.056,0.944
"10051",0.016,0.984
"10052",0.064,0.936
"10053",0.056,0.944
"10054",0.026,0.974
"10055",0.04,0.96
"10056",0.172,0.828
"10057",0.066,0.934
"10058",0.298,0.702
"10059",0.192,0.808
"10060",0.088,0.912
"10061",0.178,0.822
"10062",0.026,0.974
"10063",0.058,0.942
"10064",0.014,0.986
"10065",0.588,0.412
"10066",0.216,0.784
"10067",0.096,0.904
"10068",0,1
"10069",0.58,0.42
"10070",0.146,0.854
"10071",0.016,0.984
"10072",0.006,0.994
"10073",0,1
"10074",0.076,0.924
"10075",0.218,0.782
"10076",0.092,0.908
"10077",0.796,0.204
"10078",0.12,0.88
"10079",0.542,0.458
"10080",0.024,0.976
"10081",0.006,0.994
"10082",0.026,0.974
"10083",0.012,0.988
"10084",0.03,0.97
"10085",0,1
"10086",0.002,0.998
"10087",0.03,0.97
"10088",0.558,0.442
"10089",0.052,0.948
"10090",0.004,0.996
"10091",0.668,0.332
"10092",0.03,0.97
"10093",0.84,0.16
"10094",0.606,0.394
"10095",0.022,0.978
"10096",0.662,0.338
"10097",0.626,0.374
"10098",0.01,0.99
"10099",0.728,0.272
"10100",0.632,0.368
"10101",0.022,0.978
"10102",0,1
"10103",0.024,0.976
"10104",0.014,0.986
"10105",0.068,0.932
"10106",0.71,0.29
"10107",0.324,0.676
"10108",0.448,0.552
"10109",0,1
"10110",0.492,0.508
"10111",0.084,0.916
"10112",0.422,0.578
"10113",0.28,0.72
"10114",0.034,0.966
"10115",0.096,0.904
"10116",0.018,0.982
"10117",0.232,0.768
"10118",0,1
"10119",0,1
"10120",0.786,0.214
"10121",0.454,0.546
"10122",0.964,0.036
"10123",0.788,0.212
"10124",0.13,0.87
"10125",0.134,0.866
"10126",0.244,0.756
"10127",0.122,0.878
"10128",0.514,0.486
"10129",0.06,0.94
"10130",0.594,0.406
"10131",0.002,0.998
"10132",0.104,0.896
"10133",0.004,0.996
"10134",0.006,0.994
"10135",0.236,0.764
"10136",0,1
"10137",0.286,0.714
"10138",0,1
"10139",0.298,0.702
"10140",0.062,0.938
"10141",0.324,0.676
"10142",0.04,0.96
"10143",0.156,0.844
"10144",0.104,0.896
"10145",0.49,0.51
"10146",0.142,0.858
"10147",0.002,0.998
"10148",0.044,0.956
"10149",0.234,0.766
"10150",0.016,0.984
"10151",0.18,0.82
"10152",0.596,0.404
"10153",0.044,0.956
"10154",0.374,0.626
"10155",0,1
"10156",0.068,0.932
"10157",0.222,0.778
"10158",0.056,0.944
"10159",0.002,0.998
"10160",0.234,0.766
"10161",0.43,0.57
"10162",0.01,0.99
"10163",0.07,0.93
"10164",0.292,0.708
"10165",0.032,0.968
"10166",0.016,0.984
"10167",0.006,0.994
"10168",0.756,0.244
"10169",0.048,0.952
"10170",0.046,0.954
"10171",0.028,0.972
"10172",0.04,0.96
"10173",0.042,0.958
"10174",0.076,0.924
"10175",0.482,0.518
"10176",0.026,0.974
"10177",0.618,0.382
"10178",0.104,0.896
"10179",0.164,0.836
"10180",0.244,0.756
"10181",0.344,0.656
"10182",0.184,0.816
"10183",0.016,0.984
"10184",0.068,0.932
"10185",0.014,0.986
"10186",0.762,0.238
"10187",0.036,0.964
"10188",0.37,0.63
"10189",0.81,0.19
"10190",0.094,0.906
"10191",0.002,0.998
"10192",0.058,0.942
"10193",0,1
"10194",0.056,0.944
"10195",0.076,0.924
"10196",0.04,0.96
"10197",0.648,0.352
"10198",0.302,0.698
"10199",0.82,0.18
"10200",0.448,0.552
"10201",0.276,0.724
"10202",0.198,0.802
"10203",0.118,0.882
"10204",0.152,0.848
"10205",0.028,0.972
"10206",0.266,0.734
"10207",0.79,0.21
"10208",0.51,0.49
"10209",0.56,0.44
"10210",0.426,0.574
"10211",0.872,0.128
"10212",0,1
"10213",0.65,0.35
"10214",0.482,0.518
"10215",0.032,0.968
"10216",0.388,0.612
"10217",0.048,0.952
"10218",0.028,0.972
"10219",0.086,0.914
"10220",0.326,0.674
"10221",0.588,0.412
"10222",0.286,0.714
"10223",0.088,0.912
"10224",0.096,0.904
"10225",0.068,0.932
"10226",0.046,0.954
"10227",0.066,0.934
"10228",0.206,0.794
"10229",0.104,0.896
"10230",0.168,0.832
"10231",0.026,0.974
"10232",0.222,0.778
"10233",0.736,0.264
"10234",0.18,0.82
"10235",0.552,0.448
"10236",0.428,0.572
"10237",0.002,0.998
"10238",0.05,0.95
"10239",0.088,0.912
"10240",0.044,0.956
"10241",0.386,0.614
"10242",0.056,0.944
"10243",0.134,0.866
"10244",0.078,0.922
"10245",0.644,0.356
"10246",0,1
"10247",0.026,0.974
"10248",0.042,0.958
"10249",0.488,0.512
"10250",0.518,0.482
"10251",0.716,0.284
"10252",0.006,0.994
"10253",0.052,0.948
"10254",0.126,0.874
"10255",0.058,0.942
"10256",0.41,0.59
"10257",0.01,0.99
"10258",0.014,0.986
"10259",0.524,0.476
"10260",0.69,0.31
"10261",0.042,0.958
"10262",0.218,0.782
"10263",0.64,0.36
"10264",0.046,0.954
"10265",0,1
"10266",0.274,0.726
"10267",0.03,0.97
"10268",0.046,0.954
"10269",0.006,0.994
"10270",0.348,0.652
"10271",0.076,0.924
"10272",0.05,0.95
"10273",0.184,0.816
"10274",0.054,0.946
"10275",0.164,0.836
"10276",0.076,0.924
"10277",0.068,0.932
"10278",0.152,0.848
"10279",0.144,0.856
"10280",0.042,0.958
"10281",0.054,0.946
"10282",0.01,0.99
"10283",0.002,0.998
"10284",0.19,0.81
"10285",0.15,0.85
"10286",0.492,0.508
"10287",0.084,0.916
"10288",0.028,0.972
"10289",0,1
"10290",0.378,0.622
"10291",0.372,0.628
"10292",0.044,0.956
"10293",0.002,0.998
"10294",0.238,0.762
"10295",0.056,0.944
"10296",0.618,0.382
"10297",0.022,0.978
"10298",0.002,0.998
"10299",0.376,0.624
"10300",0.084,0.916
"10301",0.614,0.386
"10302",0.01,0.99
"10303",0.732,0.268
"10304",0.448,0.552
"10305",0.002,0.998
"10306",0.506,0.494
"10307",0.522,0.478
"10308",0.272,0.728
"10309",0.416,0.584
"10310",0.066,0.934
"10311",0.082,0.918
"10312",0.336,0.664
"10313",0.058,0.942
"10314",0.812,0.188
"10315",0.04,0.96
"10316",0.214,0.786
"10317",0.09,0.91
"10318",0.282,0.718
"10319",0.204,0.796
"10320",0.202,0.798
"10321",0.212,0.788
"10322",0.282,0.718
"10323",0.068,0.932
"10324",0.038,0.962
"10325",0.128,0.872
"10326",0,1
"10327",0.458,0.542
"10328",0.014,0.986
"10329",0.192,0.808
"10330",0.044,0.956
"10331",0.066,0.934
"10332",0.31,0.69
"10333",0.036,0.964
"10334",0.042,0.958
"10335",0.45,0.55
"10336",0.522,0.478
"10337",0.186,0.814
"10338",0.746,0.254
"10339",0.158,0.842
"10340",0.054,0.946
"10341",0.066,0.934
"10342",0.068,0.932
"10343",0.054,0.946
"10344",0.018,0.982
"10345",0.012,0.988
"10346",0.024,0.976
"10347",0.042,0.958
"10348",0.026,0.974
"10349",0.024,0.976
"10350",0.084,0.916
"10351",0.006,0.994
"10352",0.096,0.904
"10353",0.042,0.958
"10354",0.002,0.998
"10355",0.582,0.418
"10356",0.146,0.854
"10357",0,1
"10358",0.01,0.99
"10359",0.628,0.372
"10360",0.016,0.984
"10361",0.708,0.292
"10362",0.046,0.954
"10363",0.052,0.948
"10364",0.634,0.366
"10365",0.11,0.89
"10366",0.084,0.916
"10367",0.104,0.896
"10368",0.008,0.992
"10369",0.188,0.812
"10370",0.328,0.672
"10371",0.408,0.592
"10372",0.046,0.954
"10373",0.012,0.988
"10374",0.006,0.994
"10375",0.192,0.808
"10376",0.146,0.854
"10377",0.306,0.694
"10378",0.086,0.914
"10379",0.038,0.962
"10380",0.044,0.956
"10381",0.332,0.668
"10382",0.606,0.394
"10383",0.166,0.834
"10384",0.728,0.272
"10385",0.372,0.628
"10386",0.386,0.614
"10387",0.058,0.942
"10388",0.43,0.57
"10389",0,1
"10390",0.048,0.952
"10391",0.028,0.972
"10392",0.038,0.962
"10393",0.02,0.98
"10394",0.006,0.994
"10395",0.004,0.996
"10396",0.404,0.596
"10397",0.852,0.148
"10398",0.076,0.924
"10399",0.708,0.292
"10400",0.244,0.756
"10401",0.512,0.488
"10402",0.542,0.458
"10403",0.126,0.874
"10404",0.006,0.994
"10405",0.146,0.854
"10406",0.082,0.918
"10407",0,1
"10408",0.444,0.556
"10409",0.312,0.688
"10410",0,1
"10411",0.048,0.952
"10412",0.032,0.968
"10413",0,1
"10414",0.642,0.358
"10415",0.038,0.962
"10416",0.092,0.908
"10417",0.006,0.994
"10418",0.052,0.948
"10419",0.056,0.944
"10420",0.216,0.784
"10421",0,1
"10422",0.038,0.962
"10423",0.716,0.284
"10424",0.39,0.61
"10425",0.054,0.946
"10426",0.874,0.126
"10427",0.036,0.964
"10428",0.27,0.73
"10429",0.014,0.986
"10430",0.002,0.998
"10431",0.034,0.966
"10432",0.084,0.916
"10433",0.334,0.666
"10434",0.002,0.998
"10435",0.194,0.806
"10436",0.072,0.928
"10437",0.322,0.678
"10438",0.102,0.898
"10439",0.052,0.948
"10440",0.03,0.97
"10441",0.528,0.472
"10442",0.062,0.938
"10443",0.03,0.97
"10444",0.254,0.746
"10445",0.702,0.298
"10446",0.636,0.364
"10447",0.218,0.782
"10448",0.012,0.988
"10449",0.006,0.994
"10450",0.052,0.948
"10451",0.046,0.954
"10452",0.03,0.97
"10453",0.052,0.948
"10454",0.052,0.948
"10455",0.092,0.908
"10456",0.854,0.146
"10457",0.076,0.924
"10458",0,1
"10459",0.04,0.96
"10460",0.006,0.994
"10461",0.004,0.996
"10462",0.022,0.978
"10463",0.018,0.982
"10464",0.488,0.512
"10465",0.5,0.5
"10466",0.934,0.066
"10467",0.436,0.564
"10468",0.25,0.75
"10469",0.198,0.802
"10470",0.518,0.482
"10471",0.398,0.602
"10472",0.164,0.836
"10473",0.078,0.922
"10474",0.718,0.282
"10475",0.808,0.192
"10476",0.216,0.784
"10477",0.628,0.372
"10478",0.62,0.38
"10479",0.054,0.946
"10480",0,1
"10481",0.774,0.226
"10482",0.036,0.964
"10483",0.026,0.974
"10484",0.204,0.796
"10485",0.022,0.978
"10486",0.046,0.954
"10487",0,1
"10488",0,1
"10489",0.046,0.954
"10490",0.002,0.998
"10491",0.142,0.858
"10492",0.028,0.972
"10493",0.768,0.232
"10494",0.094,0.906
"10495",0.114,0.886
"10496",0.002,0.998
"10497",0.802,0.198
"10498",0.004,0.996
"10499",0.138,0.862
"10500",0,1
"10501",0.108,0.892
"10502",0.058,0.942
"10503",0.522,0.478
"10504",0.126,0.874
"10505",0.008,0.992
"10506",0.212,0.788
"10507",0.22,0.78
"10508",0.162,0.838
"10509",0.668,0.332
"10510",0.6,0.4
"10511",0.602,0.398
"10512",0.104,0.896
"10513",0.076,0.924
"10514",0.35,0.65
"10515",0.024,0.976
"10516",0.002,0.998
"10517",0.014,0.986
"10518",0,1
"10519",0.046,0.954
"10520",0.348,0.652
"10521",0.01,0.99
"10522",0.238,0.762
"10523",0.076,0.924
"10524",0.282,0.718
"10525",0.774,0.226
"10526",0.09,0.91
"10527",0.608,0.392
"10528",0.016,0.984
"10529",0.086,0.914
"10530",0.046,0.954
"10531",0.166,0.834
"10532",0.17,0.83
"10533",0.012,0.988
"10534",0.056,0.944
"10535",0.092,0.908
"10536",0.14,0.86
"10537",0.276,0.724
"10538",0.384,0.616
"10539",0.292,0.708
"10540",0.092,0.908
"10541",0.008,0.992
"10542",0.17,0.83
"10543",0.086,0.914
"10544",0.6,0.4
"10545",0.004,0.996
"10546",0.062,0.938
"10547",0.166,0.834
"10548",0,1
"10549",0.464,0.536
"10550",0.106,0.894
"10551",0.062,0.938
"10552",0.648,0.352
"10553",0.73,0.27
"10554",0.07,0.93
"10555",0.436,0.564
"10556",0.178,0.822
"10557",0.032,0.968
"10558",0.17,0.83
"10559",0.004,0.996
"10560",0,1
"10561",0.558,0.442
"10562",0.228,0.772
"10563",0.406,0.594
"10564",0.052,0.948
"10565",0.072,0.928
"10566",0.114,0.886
"10567",0,1
"10568",0.728,0.272
"10569",0.044,0.956
"10570",0.096,0.904
"10571",0.246,0.754
"10572",0.054,0.946
"10573",0.034,0.966
"10574",0.106,0.894
"10575",0.086,0.914
"10576",0.056,0.944
"10577",0.1,0.9
"10578",0.032,0.968
"10579",0.142,0.858
"10580",0.002,0.998
"10581",0.084,0.916
"10582",0.116,0.884
"10583",0.76,0.24
"10584",0.202,0.798
"10585",0.042,0.958
"10586",0.088,0.912
"10587",0.282,0.718
"10588",0.56,0.44
"10589",0.02,0.98
"10590",0.006,0.994
"10591",0.018,0.982
"10592",0.028,0.972
"10593",0.084,0.916
"10594",0.008,0.992
"10595",0.14,0.86
"10596",0.834,0.166
"10597",0.054,0.946
"10598",0.528,0.472
"10599",0.622,0.378
"10600",0.04,0.96
"10601",0.022,0.978
"10602",0,1
"10603",0.028,0.972
"10604",0.654,0.346
"10605",0.824,0.176
"10606",0.024,0.976
"10607",0.082,0.918
"10608",0.23,0.77
"10609",0.036,0.964
"10610",0.698,0.302
"10611",0.23,0.77
"10612",0.062,0.938
"10613",0.862,0.138
"10614",0.008,0.992
"10615",0.03,0.97
"10616",0.102,0.898
"10617",0.06,0.94
"10618",0.04,0.96
"10619",0.774,0.226
"10620",0.326,0.674
"10621",0.026,0.974
"10622",0.03,0.97
"10623",0.042,0.958
"10624",0,1
"10625",0.564,0.436
"10626",0.158,0.842
"10627",0.172,0.828
"10628",0.048,0.952
"10629",0.046,0.954
"10630",0.538,0.462
"10631",0.004,0.996
"10632",0.074,0.926
"10633",0.7,0.3
"10634",0.018,0.982
"10635",0.37,0.63
"10636",0.198,0.802
"10637",0.138,0.862
"10638",0.116,0.884
"10639",0.06,0.94
"10640",0.056,0.944
"10641",0.394,0.606
"10642",0.018,0.982
"10643",0.694,0.306
"10644",0.094,0.906
"10645",0.02,0.98
"10646",0.486,0.514
"10647",0.344,0.656
"10648",0,1
"10649",0.036,0.964
"10650",0.218,0.782
"10651",0.938,0.062
"10652",0.02,0.98
"10653",0.924,0.076
"10654",0.174,0.826
"10655",0.024,0.976
"10656",0.016,0.984
"10657",0.082,0.918
"10658",0.372,0.628
"10659",0.216,0.784
"10660",0.064,0.936
"10661",0.046,0.954
"10662",0.066,0.934
"10663",0.686,0.314
"10664",0.066,0.934
"10665",0.05,0.95
"10666",0.732,0.268
"10667",0.468,0.532
"10668",0.118,0.882
"10669",0.028,0.972
"10670",0.224,0.776
"10671",0.062,0.938
"10672",0.326,0.674
"10673",0.286,0.714
"10674",0.142,0.858
"10675",0.046,0.954
"10676",0.106,0.894
"10677",0.06,0.94
"10678",0.022,0.978
"10679",0,1
"10680",0.114,0.886
"10681",0.684,0.316
"10682",0.048,0.952
"10683",0.008,0.992
"10684",0.796,0.204
"10685",0.214,0.786
"10686",0,1
"10687",0.002,0.998
"10688",0.306,0.694
"10689",0.038,0.962
"10690",0.008,0.992
"10691",0.032,0.968
"10692",0.242,0.758
"10693",0.358,0.642
"10694",0.688,0.312
"10695",0.012,0.988
"10696",0.02,0.98
"10697",0.058,0.942
"10698",0.05,0.95
"10699",0.014,0.986
"10700",0,1
"10701",0.026,0.974
"10702",0.29,0.71
"10703",0.366,0.634
"10704",0.172,0.828
"10705",0.32,0.68
"10706",0.468,0.532
"10707",0.07,0.93
"10708",0.404,0.596
"10709",0,1
"10710",0.198,0.802
"10711",0.062,0.938
"10712",0.17,0.83
"10713",0.038,0.962
"10714",0.904,0.096
"10715",0.08,0.92
"10716",0.016,0.984
"10717",0.108,0.892
"10718",0.006,0.994
"10719",0.01,0.99
"10720",0.582,0.418
"10721",0.026,0.974
"10722",0.346,0.654
"10723",0.102,0.898
"10724",0.064,0.936
"10725",0.094,0.906
"10726",0.158,0.842
"10727",0.018,0.982
"10728",0.556,0.444
"10729",0.172,0.828
"10730",0.172,0.828
"10731",0.516,0.484
"10732",0.556,0.444
"10733",0.008,0.992
"10734",0.032,0.968
"10735",0.004,0.996
"10736",0.278,0.722
"10737",0.032,0.968
"10738",0.034,0.966
"10739",0.59,0.41
"10740",0,1
"10741",0.158,0.842
"10742",0.076,0.924
"10743",0.062,0.938
"10744",0.112,0.888
"10745",0.82,0.18
"10746",0.096,0.904
"10747",0,1
"10748",0.148,0.852
"10749",0.07,0.93
"10750",0.008,0.992
"10751",0,1
"10752",0.076,0.924
"10753",0.296,0.704
"10754",0.214,0.786
"10755",0.014,0.986
"10756",0.056,0.944
"10757",0.028,0.972
"10758",0.072,0.928
"10759",0.078,0.922
"10760",0.138,0.862
"10761",0.238,0.762
"10762",0.006,0.994
"10763",0.156,0.844
"10764",0,1
"10765",0.152,0.848
"10766",0.332,0.668
"10767",0.062,0.938
"10768",0.008,0.992
"10769",0.01,0.99
"10770",0.072,0.928
"10771",0.542,0.458
"10772",0.17,0.83
"10773",0.076,0.924
"10774",0.128,0.872
"10775",0.692,0.308
"10776",0.016,0.984
"10777",0.162,0.838
"10778",0.07,0.93
"10779",0.228,0.772
"10780",0.302,0.698
"10781",0.026,0.974
"10782",0.08,0.92
"10783",0.034,0.966
"10784",0.012,0.988
"10785",0.68,0.32
"10786",0,1
"10787",0.06,0.94
"10788",0.036,0.964
"10789",0.036,0.964
"10790",0.116,0.884
"10791",0.024,0.976
"10792",0.006,0.994
"10793",0.118,0.882
"10794",0.246,0.754
"10795",0.298,0.702
"10796",0.054,0.946
"10797",0.824,0.176
"10798",0,1
"10799",0.096,0.904
"10800",0.71,0.29
"10801",0.396,0.604
"10802",0.006,0.994
"10803",0.462,0.538
"10804",0.004,0.996
"10805",0.322,0.678
"10806",0.054,0.946
"10807",0.68,0.32
"10808",0.37,0.63
"10809",0.072,0.928
"10810",0,1
"10811",0.158,0.842
"10812",0,1
"10813",0.112,0.888
"10814",0.086,0.914
"10815",0.09,0.91
"10816",0.328,0.672
"10817",0.04,0.96
"10818",0.168,0.832
"10819",0.016,0.984
"10820",0.036,0.964
"10821",0.116,0.884
"10822",0,1
"10823",0.568,0.432
"10824",0.106,0.894
"10825",0.152,0.848
"10826",0.01,0.99
"10827",0.238,0.762
"10828",0.79,0.21
"10829",0.828,0.172
"10830",0.146,0.854
"10831",0.034,0.966
"10832",0.004,0.996
"10833",0.086,0.914
"10834",0.026,0.974
"10835",0,1
"10836",0.356,0.644
"10837",0.086,0.914
"10838",0.366,0.634
"10839",0.002,0.998
"10840",0.142,0.858
"10841",0.13,0.87
"10842",0.522,0.478
"10843",0.138,0.862
"10844",0.288,0.712
"10845",0.066,0.934
"10846",0.04,0.96
"10847",0.012,0.988
"10848",0.606,0.394
"10849",0.042,0.958
"10850",0.068,0.932
"10851",0.694,0.306
"10852",0.586,0.414
"10853",0.398,0.602
"10854",0.286,0.714
"10855",0.006,0.994
"10856",0.466,0.534
"10857",0.056,0.944
"10858",0.072,0.928
"10859",0.466,0.534
"10860",0.004,0.996
"10861",0.08,0.92
"10862",0.112,0.888
"10863",0.026,0.974
"10864",0.98,0.02
"10865",0.292,0.708
"10866",0.064,0.936
"10867",0.176,0.824
"10868",0.112,0.888
"10869",0.126,0.874
"10870",0.138,0.862
"10871",0.158,0.842
"10872",0.412,0.588
"10873",0.022,0.978
"10874",0.61,0.39
"10875",0.076,0.924
"10876",0.14,0.86
"10877",0.076,0.924
"10878",0.006,0.994
"10879",0.048,0.952
"10880",0.004,0.996
"10881",0.338,0.662
"10882",0,1
"10883",0.252,0.748
"10884",0.122,0.878
"10885",0.042,0.958
"10886",0.068,0.932
"10887",0.074,0.926
"10888",0.02,0.98
"10889",0.032,0.968
"10890",0.014,0.986
"10891",0,1
"10892",0.132,0.868
"10893",0.016,0.984
"10894",0.332,0.668
"10895",0.39,0.61
"10896",0.044,0.956
"10897",0,1
"10898",0.272,0.728
"10899",0.334,0.666
"10900",0.152,0.848
"10901",0.162,0.838
